Chromosome	Distance_bp
chr15 39284
chr15 6179
chr15_KI270727v1_random 39842
chr15_KI270727v1_random 205268
chr15_KI270727v1_random 16494
chr15_KI270727v1_random 11510
chr15_KI270727v1_random 107458
chr15_KI270727v1_random 33928
chr16 1344213
chr16 514573
chr16 136
chr16 549281
chr16 254602
chr16 243772
chr16 56913
chr16 214252
chr16 394821
chr16 999709
chr16 1254
chr16 40085
chr16 63467
chr16 18868
chr16 3365
chr16 58393
chr16 6963
chr16 65003
chr16 72
chr16 128554
chr16 9068
chr16 164
chr16 137190
chr16 21326
chr16 8820
chr16 18566
chr16 87731
chr16 32889
chr16 26451
chr16 72624
chr16 97856
chr16 47903
chr16 105090
chr16 16953
chr16 65070
chr16 65942
chr16 87825
chr16 81885
chr16 48957
chr16 93551
chr16 147229
chr16 130799
chr16 40282
chr16 184609
chr16 22889
chr16 149642
chr16 121808
chr16 7664
chr16 50403
chr16 79011
chr16 32526
chr16 24504
chr16 442
chr16 41304
chr16 270216
chr16 278910
chr16 15396
chr16 308478
chr16 309527
chr16 6203
chr16 4982
chr16 19999
chr16 214262
chr16 45235
chr16 146899
chr16 4793
chr16 56352
chr16 195274
chr16 10937
chr16 7550
chr16 110304
chr16 6180
chr16 60250
chr16 14032
chr16 5643
chr16 89971
chr16 2
chr16 189641
chr16 2757
chr16 786769
chr16 153766
chr16 23
chr16 649721
chr16 31465
chr16 250362
chr16 139150
chr16 117856
chr16 82045
chr16 99224
chr16 98563
chr16 39632
chr16 37640
chr16 10283
chr16 9735
chr16 35409
chr16 8863
chr16 25495
chr16 29038
chr16 238848
chr16 48238
chr16 6382
chr16 104229
chr16 80639
chr16 82992
chr16 122734
chr16 350163
chr16 52
chr16 44089
chr16 64385
chr16 761974
chr16 174063
chr16 32022
chr16 193690
chr16 186497
chr16 437416
chr16 541110
chr16 16537
chr16 110568
chr16 22450
chr16 60359
chr16 20597
chr16 57759
chr16 12021
chr16 18928
chr16 67745
chr16 57440
chr16 44147
chr16 31678
chr16 109811
chr16 294747
chr16 114465
chr16 71560
chr16 25591
chr16 20770
chr16 48570
chr16 43618
chr16 128221
chr16 12016
chr16 24865
chr16 23422
chr16 24
chr16 17387
chr16 61818
chr16 74429
chr16 41789
chr16 454757
chr16 22420
chr16 8068
chr16 96896
chr16 34293
chr16 178766
chr16 59527
chr16 4333
chr16 160597
chr16 418569
chr16 73376
chr16 215897
chr16 31466
chr16 187971
chr16 159990
chr16 9476
chr16 39655
chr16 24511
chr16 84384
chr16 71814
chr16 26682
chr16 139687
chr16 21043
chr16 33
chr16 32627
chr16 176764
chr16 28582
chr16 97368
chr16 56263
chr16 99159
chr16 29593
chr16 50043
chr16 12098
chr16 22326
chr16 109573
chr16 121
chr16 251048
chr16 497
chr16 180056
chr16 120
chr16 479479
chr16 148634
chr16 120
chr16 151083
chr16 67178
chr16 22489
chr16 26876
chr16 72317
chr16 132
chr16 459139
chr16 476661
chr16 6829
chr16 24599
chr16 137244
chr16 96
chr16 80757
chr16 78247
chr16 200026
chr16 599098
chr16 454334
chr16 26676
chr16 10319
chr16 53783
chr16 19560
chr16 47229
chr16 130
chr16 33129
chr16 10993
chr16 39039
chr16 6133
chr16 9588
chr16 28028
chr16 60929
chr16 64466
chr16 34582
chr16 23556
chr16 15388
chr16 21469
chr16 47453
chr16 184294
chr16 44902
chr16 56162
chr16 208581
chr16 16474
chr16 133534
chr16 126150
chr16 89986
chr16 34530
chr16 40916
chr16 3842
chr16 27981
chr16 34636
chr16 4213
chr16 15780
chr16 2325
chr16 160606
chr16 99937
chr16 79254
chr16 270
chr16 461734
chr16 153400
chr16 44425
chr16 115366
chr16 234764
chr16 334455
chr16 356736
chr16 261570
chr16 172949
chr16 120
chr16 101385
chr16 119
chr16 739571
chr16 119
chr16 180985
chr16 305401
chr16 543363
chr16 22405
chr16 1067
chr16 30411
chr16 285976
chr16 26276
chr16 1828
chr16 34681
chr16 49006
chr16 4705
chr16 30732
chr16 52334
chr16 3
chr16 70194
chr16 71
chr16 67851
chr16 100819
chr16 147273
chr16 107114
chr16 84503
chr16 302676
chr16 125261
chr16 72946
chr16 59
chr16 102355
chr16 9046
chr16 135814
chr16 109951
chr16 262359
chr16 123668
chr16 177182
chr16 9025
chr16 102052
chr16 97337
chr16 68890
chr16 14502
chr16 53000
chr16 18767
chr16 884187
chr16 212
chr16 17468
chr16 9759
chr16 6361
chr16 55304
chr16 112047
chr16 3191
chr16 7060
chr16 122884
chr16 2046
chr16 119650
chr16 70312
chr16 61402
chr16 30396
chr16 15137
chr16 64017
chr16 45097
chr16 39
chr16 2254
chr16 46058
chr16 90596
chr16 64857
chr16 62180
chr16 10403681
chr16 45392
chr16 49694
chr16 419864
chr16 45954
chr16 46016
chr16 92442
chr16 28090
chr16 104133
chr16 2608
chr16 90515
chr16 119211
chr16 17000
chr16 71667
chr16 1290
chr16 72610
chr16 102802
chr16 53
chr16 30967
chr16 64482
chr16 12615
chr16 252836
chr16 734
chr16 21939
chr16 50942
chr16 70402
chr16 159075
chr16 150315
chr16 2066
chr16 36120
chr16 371
chr16 18105
chr16 23582
chr16 81464
chr16 5455
chr16 123705
chr16 39142
chr16 90933
chr16 88760
chr16 46186
chr16 53430
chr16 362832
chr16 23011
chr16 728949
chr16 332946
chr16 346521
chr16 35870
chr16 25970
chr16 139905
chr16 17765
chr16 86649
chr16 143456
chr16 43270
chr16 400438
chr16 84256
chr16 12687
chr16 126418
chr16 7783
chr16 30253
chr16 9984
chr16 82130
chr16 61612
chr16 75593
chr16 4797
chr16 38
chr16 393678
chr16 34309
chr16 50745
chr16 28140
chr16 18719
chr16 53792
chr16 51337
chr16 65330
chr16 227321
chr16 58094
chr16 342
chr16 281209
chr16 77
chr16 535547
chr16 27222
chr16 12854
chr16 320430
chr16 87681
chr16 98118
chr16 15168
chr16 7357
chr16 108346
chr16 3633
chr16 183074
chr16 11687
chr16 137141
chr16 124911
chr16 244837
chr16 16184
chr16 354561
chr16 124051
chr16 39476
chr16 20984
chr16 15640
chr16 221142
chr16 138137
chr16 86
chr16 43805
chr16 739349
chr16 537932
chr16 472317
chr16 306182
chr16 54912
chr16 73223
chr16 15273
chr16 42535
chr16 17997
chr16 55875
chr16 17593
chr16 49768
chr16 29002
chr16 7966
chr16 35852
chr16 196371
chr16 329
chr16 16958
chr16 41793
chr16 19025
chr16 95135
chr16 95212
chr16 116463
chr16 28901
chr16 25988
chr16 48221
chr16 41655
chr16 2119
chr16 47810
chr16 13618
chr16 15
chr16 1604
chr16 18837
chr16 1427
chr16 18871
chr16 2340
chr16 29538
chr16 6873
chr16 47999
chr16 24776
chr16 92998
chr16 27480
chr16 23161
chr16 37659
chr16 112207
chr16 256713
chr16 52591
chr16 8081
chr16 2455
chr16 8638
chr16 22124
chr16 59505
chr16 17759
chr16 24096
chr16 45173
chr16 30774
chr16 137075
chr16 241
chr16 38836
chr16 3218
chr16 212
chr16 5355
chr16 38696
chr16 34729
chr16 31430
chr16 43230
chr16 121145
chr16 13706
chr16 177408
chr16 22461
chr16 7637
chr16 13503
chr16 176
chr16 28262
chr16 79033
chr16 31822
chr16 28834
chr16 55589
chr16 88061
chr16 31253
chr16 3371
chr16 54687
chr16 6768
chr16 19
chr16 93623
chr16 86075
chr16 32413
chr16 50653
chr16 17414
chr16 84022
chr16 28948
chr16 20196
chr16 107989
chr16 59795
chr16 26341
chr16 3560
chr16 92254
chr16 20016
chr16 38
chr16 197257
chr16 163418
chr16 133208
chr16 27193
chr16 252
chr16 18950
chr16 158501
chr16 98152
chr16 15223
chr16 37409
chr16 49819
chr16 20036
chr16 107031
chr16 20164
chr16 205
chr16 41650
chr16 62016
chr16 37429
chr16 45889
chr16 111686
chr16 169902
chr16 8038
chr16 230810
chr16 6154
chr16 36563
chr16 36272
chr16 163405
chr16 8146
chr16 136684
chr16 21781
chr16 1674
chr16 156495
chr16 12
chr16 83440
chr16 35961
chr16 116914
chr16 303385
chr16 59778
chr16 6831
chr16 201346
chr16 165728
chr16 433955
chr16 28
chr16 12224
chr16 189396
chr16 196297
chr16 203691
chr16 113543
chr16 10629
chr16 20
chr16 2308985
chr16 265755
chr16 225008
chr16 116109
chr16 202894
chr16 181
chr16 445233
chr16 185663
chr16 49
chr16 142675
chr16 37356
chr16 10051
chr16 176649
chr16 18473
chr16 75304
chr16 574611
chr16 269027
chr16 182026
chr16 15343
chr16 7534
chr16 91486
chr16 80040
chr16 10644
chr16 13217
chr16 21772
chr16 15232
chr16 115885
chr16 584082
chr16 420529
chr16 55111
chr16 70640
chr16 110868
chr16 15855
chr16 187820
chr16 19174
chr16 351360
chr16 186179
chr16 160867
chr16 771652
chr16 86652
chr16 154427
chr16 11041
chr16 65107
chr16 57659
chr16 79527
chr16 17668
chr16 23409
chr16 114474
chr16 50470
chr16 292
chr16 26277
chr16 41748
chr16 134846
chr16 91269
chr16 1429
chr16 11438
chr16 86821
chr16 115839
chr16 59098
chr16 18640
chr16 6860
chr16 82310
chr16 138794
chr16 136788
chr16 9308
chr16 15369
chr16 208045
chr16 19226
chr16 559
chr16 16089
chr16 49845
chr16 79455
chr16 195397
chr16 233352
chr16 393798
chr16 76555
chr16 201790
chr16 180416
chr16 290649
chr16 19555
chr16 50188
chr16 520
chr16 49074
chr16 30374
chr16 157822
chr16 26552
chr16 1
chr16 194606
chr16 77678
chr16 17599
chr16 284677
chr16 89128
chr16 23878
chr16 240811
chr16 99484
chr16 44011
chr16 2441
chr16 4570
chr16 4113
chr16 16
chr16 32997
chr16 58655
chr16 48815
chr16 60894
chr16 22926
chr16 28329
chr16 446056
chr16 11500
chr16 47649
chr16 10476
chr16 395387
chr16 265
chr16 27002
chr16 46028
chr16 69675
chr16 27688
chr16 14
chr16 60730
chr16 101830
chr16 142
chr16 58396
chr16 99523
chr16 30879
chr16 41984
chr16 38152
chr16 85360
chr16 28693
chr16 257236
chr16 354872
chr16 223154
chr16 65889
chr16 303528
chr16 135154
chr16 49399
chr16 41
chr16 427577
chr16 143
chr16 34580
chr16 27076
chr16 22957
chr16 497003
chr16 151310
chr16 381
chr16 441290
chr16 141
chr16 268309
chr16 218596
chr16 43456
chr16 121744
chr16 11411
chr16 43747
chr16 62
chr16 7849
chr16 30229
chr16 224897
chr16 126
chr16 50171
chr16 76744
chr16 265291
chr16 124572
chr16 143426
chr16 53573
chr16 293320
chr16 20
chr16 235921
chr16 26
chr16 26
chr16 7
chr16 475585
chr16 1039657
chr16 659737
chr16 82
chr16 115227
chr16_KI270728v1_random 2548
chr16_KI270728v1_random 85004
chr16_KI270728v1_random 224421
chr16_KI270728v1_random 2525
chr16_KI270728v1_random 551879
chr16_KI270728v1_random 126873
chr16_KI270728v1_random 41
chr16_KI270728v1_random 14963
chr16_KI270728v1_random 59738
chr16_KI270728v1_random 100256
chr16_KI270728v1_random 9042
chr16_KI270728v1_random 218998
chr16_KI270728v1_random 225971
chr16_KI270728v1_random 11310
chr16_KI270728v1_random 108
chr16_KI270728v1_random 90110
chr17 36895
chr17 10433
chr17 321428
chr17 40230
chr17 194934
chr17 229887
chr17 253427
chr17 17633
chr17 234501
chr17 592496
chr17 494961
chr17 6952
chr17 363261
chr17 21765
chr17 31175
chr17 42398
chr17 4844
chr17 12840
chr17 21799
chr17 3347
chr17 23549
chr17 32057
chr17 7938
chr17 28427
chr17 30518
chr17 7924
chr17 6724
chr17 18560
chr17 17779
chr17 37179
chr17 41
chr17 25866
chr17 3514
chr17 49733
chr17 54213
chr17 60281
chr17 160751
chr17 1463555
chr17 23741
chr17 63080
chr17 298241
chr17 95542
chr17 94202
chr17 80397
chr17 84449
chr17 26231
chr17 9007
chr17 17503
chr17 127230
chr17 39605
chr17 1237
chr17 198956
chr17 40612
chr17 8987
chr17 14714
chr17 295740
chr17 10083
chr17 15322
chr17 35911
chr17 25248
chr17 80781
chr17 67711
chr17 9404
chr17 121265
chr17 45563
chr17 97071
chr17 1457316
chr17 76418
chr17 113
chr17 67139
chr17 28938
chr17 50201
chr17 321188
chr17 90766
chr17 283890
chr17 129559
chr17 65009
chr17 54979
chr17 27410
chr17 205
chr17 85308
chr17 30767
chr17 5978
chr17 254890
chr17 295901
chr17 75412
chr17 230667
chr17 8634
chr17 4046
chr17 30617
chr17 131329
chr17 32119
chr17 43609
chr17 57310
chr17 113906
chr17 68505
chr17 9347
chr17 35970
chr17 9
chr17 22006
chr17 13893
chr17 40534
chr17 5454
chr17 31683
chr17 105410
chr17 33
chr17 12049
chr17 165588
chr17 50070
chr17 15896
chr17 318552
chr17 61863
chr17 21474
chr17 8832
chr17 32897
chr17 311990
chr17 169419
chr17 108935
chr17 214167
chr17 63490
chr17 120
chr17 240204
chr17 39956
chr17 176037
chr17 59685
chr17 136913
chr17 151959
chr17 88005
chr17 174850
chr17 49631
chr17 148484
chr17 30440
chr17 5376
chr17 13093
chr17 113055
chr17 82875
chr17 34166
chr17 78431
chr17 57430
chr17 107508
chr17 87540
chr17 5116
chr17 145071
chr17 18671
chr17 53596
chr17 84970
chr17 59960
chr17 19127
chr17 355378
chr17 8004
chr17 348604
chr17 285350
chr17 200892
chr17 85769
chr17 103608
chr17 257704
chr17 7
chr17 344752
chr17 36
chr17 147350
chr17 651921
chr17 213411
chr17 20466
chr17 75758
chr17 494273
chr17 104021
chr17 610009
chr17 169450
chr17 181597
chr17 64243
chr17 61
chr17 26331
chr17 71633
chr17 24375
chr17 67031
chr17 124289
chr17 20533
chr17 106103
chr17 254613
chr17 150
chr17 71634
chr17 292318
chr17 83387
chr17 147791
chr17 7655
chr17 23792
chr17 101813
chr17 480025
chr17 406351
chr17 2838
chr17 16969
chr17 120670
chr17 19465
chr17 16002
chr17 4010283
chr17 352436
chr17 111954
chr17 19767
chr17 60454
chr17 46004
chr17 148887
chr17 22790
chr17 290976
chr17 10547
chr17 306361
chr17 120245
chr17 103334
chr17 518812
chr17 457559
chr17 9698
chr17 274
chr17 10009
chr17 54
chr17 469131
chr17 12151
chr17 162964
chr17 124766
chr17 61253
chr17 1525
chr17 317750
chr17 39237
chr17 12929
chr17 14086
chr17 87635
chr17 556987
chr17 33468
chr17 23520
chr17 112167
chr17 376970
chr17 121233
chr17 163191
chr17 66172
chr17 188941
chr17 333694
chr17 101957
chr17 208550
chr17 100740
chr17 18951
chr17 89541
chr17 206112
chr17 136747
chr17 16432
chr17 98623
chr17 271058
chr17 38815
chr17 2698
chr17 52307
chr17 294806
chr17 8360
chr17 23088
chr17 6689
chr17 101
chr17 65956
chr17 44872
chr17 6376
chr17 31113
chr17 15608
chr17 295765
chr17 60281
chr17 7042
chr17 198505
chr17 86065
chr17 149822
chr17 17955
chr17 83530
chr17 28573
chr17 17715
chr17 71471
chr17 38
chr17 119270
chr17 2637
chr17 7608
chr17 486456
chr17 105051
chr17 109834
chr17 89298
chr17 34324
chr17 43666
chr17 453599
chr17 62971
chr17 480959
chr17 366543
chr17 21346
chr17 374
chr17 127944
chr17 42055
chr17 6213
chr17 73116
chr17 89366
chr17 34352
chr17 35966
chr17 1151168
chr17 63809
chr17 886491
chr17 231308
chr17 17410
chr17 143157
chr17 125151
chr17 38748
chr17 89383
chr17 24468
chr17 76419
chr17 36262
chr17 44456
chr17 12327
chr17 53826
chr17 880
chr17 1369
chr17 28628
chr17 38835
chr17 33688
chr17 65025
chr17 99435
chr17 9321
chr17 137
chr17 137737
chr17 63247
chr17 588222
chr17 4329
chr17 213766
chr17 61900
chr17 596900
chr17 49232
chr17 46345
chr17 33
chr17 5926
chr17 1123
chr17 4327
chr17 6007
chr17 14654
chr17 4593
chr17 1635
chr17 4710
chr17 6014
chr17 6022
chr17 5993
chr17 166554
chr17 330004
chr17 689486
chr17 312
chr17 298950
chr17 577833
chr17 313931
chr17 2
chr17 282830
chr17 165462
chr17 343996
chr17 486638
chr17 406453
chr17 20331
chr17 34919
chr17 177506
chr17 185945
chr17 112314
chr17 558208
chr17 250390
chr17 746122
chr17 37
chr17 25748
chr17 29
chr17 988550
chr17 336392
chr17 138585
chr17 350238
chr17 7248
chr17 16486
chr17 56762
chr17 85075
chr17 41746
chr17 8113
chr17 10305
chr17 6701
chr17 22608
chr17 25376
chr17 12112
chr17 15696
chr17 104317
chr17 14153
chr17 96039
chr17 144421
chr17 176041
chr17 56179
chr17 96709
chr17 5566
chr17 41850
chr17 10575
chr17 7813
chr17 66463
chr17 4458
chr17 3335
chr17 34445
chr17 88229
chr17 62
chr17 106061
chr17 79638
chr17 7897
chr17 31103
chr17 188204
chr17 195758
chr17 50331
chr17 7992
chr17 25868
chr17 66810
chr17 1015
chr17 36261
chr17 9608
chr17 55667
chr17 87069
chr17 250017
chr17 11612
chr17 13485
chr17 7828
chr17 952
chr17 56878
chr17 17829
chr17 45433
chr17 13334
chr17 44111
chr17 104462
chr17 23887
chr17 34174
chr17 28711
chr17 11025
chr17 11062
chr17 25450
chr17 78509
chr17 41223
chr17 3313
chr17 121697
chr17 97610
chr17 42348
chr17 56914
chr17 317
chr17 46667
chr17 3395
chr17 15692
chr17 54742
chr17 34263
chr17 25501
chr17 230878
chr17 4412
chr17 39913
chr17 124153
chr17 31734
chr17 110319
chr17 69640
chr17 48544
chr17 279048
chr17 38218
chr17 69604
chr17 70364
chr17 50919
chr17 12339
chr17 179348
chr17 120032
chr17 30090
chr17 6564
chr17 4055
chr17 40774
chr17 115692
chr17 24
chr17 17863
chr17 125637
chr17 50600
chr17 45455
chr17 532322
chr17 766797
chr17 87269
chr17 88236
chr17 457112
chr17 167748
chr17 1951027
chr17 17523
chr17 120565
chr17 337976
chr17 291381
chr17 976
chr17 100059
chr17 10826
chr17 96499
chr17 272995
chr17 137113
chr17 43549
chr17 95702
chr17 2803
chr17 35655
chr17 15654
chr17 2213
chr17 19106
chr17 385916
chr17 228938
chr17 74771
chr17 121543
chr17 59436
chr17 27169
chr17 28728
chr17 485082
chr17 221493
chr17 332063
chr17 78899
chr17 164675
chr17 280995
chr17 192312
chr17 26
chr17 12449
chr17 246961
chr17 297
chr17 101666
chr17 460201
chr17 174620
chr17 38055
chr17 42355
chr17 663922
chr17 19457
chr17 77727
chr17 343240
chr17 159856
chr17 344653
chr17 134417
chr17 376328
chr17 121345
chr17 4291
chr17 362078
chr17 3049
chr17 73131
chr17 17605
chr17 56439
chr17 22820
chr17 3524
chr17 6140
chr17 20708
chr17 5673
chr17 18350
chr17 41190
chr17 73718
chr17 8474
chr17 16809
chr17 136582
chr17 4109
chr17 151679
chr17 122943
chr17 3521
chr17 52541
chr17 21636
chr17 36787
chr17 24081
chr17 45339
chr17 10508
chr17 118180
chr17 53667
chr17 194844
chr17 118866
chr17 56933
chr17 17649
chr17 19183
chr17 80364
chr17 890
chr17 23050
chr17 19397
chr17 110626
chr17 144557
chr17 19233
chr17 69462
chr17 4860
chr17 21225
chr17 205146
chr17 63605
chr17 7788
chr17 24732
chr17 77999
chr17 229
chr17 2053
chr17 38274
chr17 24712
chr17 6344
chr17 73378
chr17 42986
chr17 55741
chr17 28232
chr17 40755
chr17 134794
chr17 50821
chr17 166891
chr17 48
chr17 141120
chr17 37416
chr17 28917
chr17 120593
chr17 54087
chr17 47702
chr17 66493
chr17 79666
chr17 3420
chr17 91561
chr17 6127
chr17 325960
chr17 33209
chr17 21016
chr17 29209
chr17 3240
chr17 44628
chr17 91567
chr17 109433
chr17 245428
chr17 42
chr17 354135
chr17 690180
chr17 2149501
chr17 475826
chr17 239353
chr17 36705
chr17 162
chr17 302198
chr17 86213
chr17 45031
chr17 44550
chr17 31546
chr17 66321
chr17 1740782
chr17 447068
chr17 646800
chr17 611009
chr17 56
chr17 1408437
chr17 121139
chr17 262943
chr17_GL000205v2_random 10947
chr17_GL000205v2_random 27044
chr18 9389
chr18 77252
chr18 171155
chr18 165110
chr18 206675
chr18 78
chr18 97071
chr18 35808
chr18 47628
chr18 124999
chr18 2004
chr18 20008
chr18 38270
chr18 17097
chr18 76580
chr18 59826
chr18 2287
chr18 11014
chr18 35361
chr18 93511
chr18 172
chr18 14837
chr18 136937
chr18 56794
chr18 73610
chr18 26685
chr18 5238
chr18 4903
chr18 25616
chr18 33494
chr18 27617
chr18 36458
chr18 12263
chr18 61825
chr18 41241
chr18 27066
chr18 36918
chr18 132801
chr18 127361
chr18 135920
chr18 31833
chr18 21447
chr18 14
chr18 26829
chr18 97937
chr18 17016
chr18 118734
chr18 78727
chr18 120179
chr18 112505
chr18 64
chr18 50740
chr18 291101
chr18 378579
chr18 113575
chr18 182701
chr18 146405
chr18 37612
chr18 13567
chr18 99017
chr18 55828
chr18 20483
chr18 64
chr18 220094
chr18 101735
chr18 14019
chr18 53091
chr18 11832
chr18 793
chr18 105927
chr18 8806
chr18 16690
chr18 159421
chr18 69750
chr18 233957
chr18 126212
chr18 77030
chr18 133515
chr18 61866
chr18 62
chr18 13459
chr18 33339
chr18 56290
chr18 162352
chr18 142406
chr18 27409
chr18 37817
chr18 142143
chr18 140657
chr18 282368
chr18 29608
chr18 47787
chr18 275859
chr18 29578
chr18 109401
chr18 113593
chr18 145276
chr18 99823
chr18 23
chr18 48761
chr18 161376
chr18 158029
chr18 123829
chr18 64263
chr18 246708
chr18 40939
chr18 75474
chr18 22136
chr18 56185
chr18 59011
chr18 104343
chr18 108160
chr18 84131
chr18 10660
chr18 74520
chr18 68537
chr18 3601
chr18 273200
chr18 249835
chr18 3510
chr18 74856
chr18 86118
chr18 33268
chr18 93
chr18 89041
chr18 204759
chr18 62598
chr18 13823
chr18 101
chr18 115462
chr18 165287
chr18 102838
chr18 13340
chr18 32002
chr18 180819
chr18 139
chr18 70326
chr18 51433
chr18 71821
chr18 118223
chr18 44939
chr18 48882
chr18 58326
chr18 87146
chr18 22544
chr18 11928
chr18 678168
chr18 543
chr18 31566
chr18 288
chr18 13534
chr18 6592
chr18 62636
chr18 376682
chr18 450750
chr18 605
chr18 132485
chr18 87717
chr18 33
chr18 43767
chr18 125530
chr18 138564
chr18 88031
chr18 56132
chr18 34072
chr18 8149
chr18 62835
chr18 70521
chr18 34171
chr18 108444
chr18 51825
chr18 80405
chr18 31385
chr18 128269
chr18 8041
chr18 189110
chr18 15846
chr18 26118
chr18 80180
chr18 34190
chr18 37862
chr18 32866
chr18 78391
chr18 232588
chr18 57310
chr18 34399
chr18 37592
chr18 64559
chr18 523696
chr18 1498345
chr18 193368
chr18 734965
chr18 414450
chr18 1751378
chr18 166034
chr18 3363
chr18 372719
chr18 252249
chr18 590930
chr18 86511
chr18 523683
chr18 88843
chr18 81727
chr18 10101
chr18 34135
chr18 922
chr18 39017
chr18 60037
chr18 41753
chr18 304
chr18 43806
chr18 20054
chr18 19322
chr18 21615
chr18 21235
chr18 3760
chr18 399848
chr18 742
chr18 33831
chr18 643307
chr18 101531
chr18 166852
chr18 111667
chr18 60
chr18 261636
chr18 23702
chr18 259947
chr18 7177
chr18 365567
chr18 112902
chr18 45146
chr18 31530
chr18 8358
chr18 107555
chr18 8553
chr18 37821
chr18 96913
chr18 25949
chr18 42922
chr18 16874
chr18 89592
chr18 225896
chr18 114270
chr18 20298
chr18 92
chr18 174010
chr18 272085
chr18 29813
chr18 30148
chr18 49760
chr18 26587
chr18 6100
chr18 99396
chr18 104551
chr18 9212
chr18 26851
chr18 54434
chr18 4242
chr18 27
chr18 9722
chr18 91634
chr18 58315
chr18 22439
chr18 282221
chr18 141278
chr18 66163
chr18 29917
chr18 73216
chr18 1142
chr18 29459
chr18 53254
chr18 67646
chr18 123
chr18 26837
chr18 40258
chr18 69124
chr18 8705
chr18 8455
chr18 15493
chr18 10560
chr18 249
chr18 2902
chr18 26048
chr18 7094
chr18 37
chr18 48895
chr18 52502
chr18 95714
chr18 26796
chr18 112043
chr18 24184
chr18 7388
chr18 25313
chr18 197815
chr18 96059
